id,tax:product_cat,post_title,post_content,post_excerpt,Parent_ID,attribute:placeofpublisher,attribute:nameofpublisher,attribute:numofpages,attribute:yearofpublishheb,attribute:yearofpublish,Price$,regular_price,dateupdateprice,priceofsale,attribute:ISBN,Status,attribute:author,Misc,NameatENG,PriceNisNoVat,PublisherCode,CodeOfPublish,WriterEngName,NA,Newsletter,PricePermenrant 
129996,080,שאנחנו כגוף אחד,"מחקר ב""עובדיה בעל מום"" וב""שבועת אמונים"" לש""י עגנון; המחקר הספרותי מעלה כי השכינה ועם ישראל רמוזים ביצירות עגנון כישות דומה הנסתרת בהצגה קבלית-מיסטית",She-anahnu ke-guf ehad,7261,ירושלים,ראובן מס,234,,2008,25,74,28-May-08,35,978-965-09-0261-2,,"שטרן,דינה",,,,,,"Shtern,Dina",,FALSE,TRUE
129997,086,פרשה והפטרתה,"עיון ביסודות הנהגה; היבטי התנהגות הנמסרים לכל אחד מישראל ומהווים דפוסי חיים, שהאדם מצווה לבחור, ולהכריע בין הטוב לרע; חיפוש משמעות לחיים טובים, על פי ההקשרים בין הפרשיות להפטרותיהם; עם תקציר באנגלית",Parasha ve-haftarata,7261,ירושלים,ראובן מס,248,,2008,25,74,28-May-08,35,978-965-09-0258-2,,"גוטליב,אברהם",,,,,,"Gotlib,Avraham",,FALSE,TRUE
129998,080,פרשה והפטרתה,"עיון ביסודות הנהגה; היבטי התנהגות הנמסרים לכל אחד מישראל ומהווים דפוסי חיים, שהאדם מצווה לבחור, ולהכריע בין הטוב לרע; חיפוש משמעות לחיים טובים, על פי ההקשרים בין הפרשיות להפטרותיהם; עם תקציר באנגלית",Parasha ve-haftarata,7261,ירושלים,ראובן מס,248,,2008,25,74,28-May-08,35,978-965-09-0258-2,,"גוטליב,אברהם",,,,,,"Gotlib,Avraham",,FALSE,TRUE
130684,041,אמנות דיאלוגית בעולם דיגיטלי,"ארבע מסות על יהדות ואמנות בת-זמננו;  תיאור מעמיק של התפתחות האמנות בעידן הדיגיטלי, עם חזון לעתיד; מדרשי חז""ל במיצגי אמנות, האינטרנט והתלמוד, קבלה ומדע עתידי; עם תמונות צבעוניות; בסדרת ""מאה שערים"" - שער לאמנות, בעריכת עמית עסיס",Amanut dialogit be-olam digitali,7261,ירושלים,ראובן מס,240,,2008,27,78,20-Aug-08,35,978-965-09-0227-8,,"אלכסנברג,מנחם (מל)",,,,,,"Alexenberg,Menahem (Mel)",,FALSE,TRUE
130685,080,אמנות דיאלוגית בעולם דיגיטלי,"ארבע מסות על יהדות ואמנות בת-זמננו;  תיאור מעמיק של התפתחות האמנות בעידן הדיגיטלי, עם חזון לעתיד; מדרשי חז""ל במיצגי אמנות, האינטרנט והתלמוד, קבלה ומדע עתידי; עם תמונות צבעוניות; בסדרת ""מאה שערים"" - שער לאמנות, בעריכת עמית עסיס",Amanut dialogit be-olam digitali,7261,ירושלים,ראובן מס,240,,2008,27,78,20-Aug-08,35,978-965-09-0227-8,,"אלכסנברג,מנחם (מל)",,,,,,"Alexenberg,Menahem (Mel)",,FALSE,TRUE
130686,115,אמנות דיאלוגית בעולם דיגיטלי,"ארבע מסות על יהדות ואמנות בת-זמננו;  תיאור מעמיק של התפתחות האמנות בעידן הדיגיטלי, עם חזון לעתיד; מדרשי חז""ל במיצגי אמנות, האינטרנט והתלמוד, קבלה ומדע עתידי; עם תמונות צבעוניות; בסדרת ""מאה שערים"" - שער לאמנות, בעריכת עמית עסיס",Amanut dialogit be-olam digitali,7261,ירושלים,ראובן מס,240,,2008,27,78,20-Aug-08,35,978-965-09-0227-8,,"אלכסנברג,מנחם (מל)",,,,,,"Alexenberg,Menahem (Mel)",,FALSE,TRUE
130735,096,נפילתה ועלייתה של השכינה,"כתבים קבליים על נשיות וגבריות; אנתולוגיה של כתבים מתקופות שונות המוקדשים לקורות הלבנה, המלמדים על ההשלמה בין זכר לנקבה לאור הקבלה; מתורגם מאנגלית וערוך בידי ניר מנוסי; עם איורים ושרטוטים",Nefilata ve-aliata shel ha-shekhina,7261,ירושלים,ראובן מס,319,,2008,27,78,01-Sep-08,35,978-965-09-0262-9,,"שניידר,שרה יהודית",,,,,,"Shneider,Sara Yehudit",,FALSE,TRUE
130736,080,נפילתה ועלייתה של השכינה,"כתבים קבליים על נשיות וגבריות; אנתולוגיה של כתבים מתקופות שונות המוקדשים לקורות הלבנה, המלמדים על ההשלמה בין זכר לנקבה לאור הקבלה; מתורגם מאנגלית וערוך בידי ניר מנוסי; עם איורים ושרטוטים",Nefilata ve-aliata shel ha-shekhina,7261,ירושלים,ראובן מס,319,,2008,27,78,01-Sep-08,35,978-965-09-0262-9,,"שניידר,שרה יהודית",,,,,,"Shneider,Sara Yehudit",,FALSE,TRUE
130929,042,לשוח בשדה,"שיחות עם הוגה הדעות, המחנך, הסופר, המשורר, המחזאי והדיפלומט, מר יצחק מאיר, בצירוף לקט נבחר מכתביו: שירה, פרוזה, דרמה ופובליציסטיקה ובליווי תמונות וצילומים",La-suah ba-sade,7261,ירושלים,ראובן מס,264,,2008,28,80,16-Sep-08,35,978-965-09-0267-4,,"שרביט,יוסף",,,,,,"Sharvit,Yosef",,FALSE,TRUE
130930,060,לשוח בשדה,"שיחות עם הוגה הדעות, המחנך, הסופר, המשורר, המחזאי והדיפלומט, מר יצחק מאיר, בצירוף לקט נבחר מכתביו: שירה, פרוזה, דרמה ופובליציסטיקה ובליווי תמונות וצילומים",La-suah ba-sade,7261,ירושלים,ראובן מס,264,,2008,28,80,16-Sep-08,35,978-965-09-0267-4,,"שרביט,יוסף",,,,,,"Sharvit,Yosef",,FALSE,TRUE
131200,041,"אישה, חוה, אדם","נשיות יהודית בין התפתחות למסורת; אסופת מאמרים בענייני הגות, לימוד תורה, המרחב הציבורי, תורה - מדע - משפחה, על ידי הוגים ורבנים, כגון חנה קהת, הרב יעקב אריאל, נורית פריד, פרופ' פרימר, ועוד","Isha, Hava, Adam",7261,ירושלים,ראובן מס,288,,2008,27,78,29-Oct-08,35,978-965-09-0263-6,,"שרבט,אביבה (עורכת)",,,,,,"Sharbat,Aviva (ed.)",,FALSE,TRUE
131201,042,"אישה, חוה, אדם","נשיות יהודית בין התפתחות למסורת; אסופת מאמרים בענייני הגות, לימוד תורה, המרחב הציבורי, תורה - מדע - משפחה, על ידי הוגים ורבנים, כגון חנה קהת, הרב יעקב אריאל, נורית פריד, פרופ' פרימר, ועוד","Isha, Hava, Adam",7261,ירושלים,ראובן מס,288,,2008,27,78,29-Oct-08,35,978-965-09-0263-6,,"שרבט,אביבה (עורכת)",,,,,,"Sharbat,Aviva (ed.)",,FALSE,TRUE
131202,080,"אישה, חוה, אדם","נשיות יהודית בין התפתחות למסורת; אסופת מאמרים בענייני הגות, לימוד תורה, המרחב הציבורי, תורה - מדע - משפחה, על ידי הוגים ורבנים, כגון חנה קהת, הרב יעקב אריאל, נורית פריד, פרופ' פרימר, ועוד","Isha, Hava, Adam",7261,ירושלים,ראובן מס,288,,2008,27,78,29-Oct-08,35,978-965-09-0263-6,,"שרבט,אביבה (עורכת)",,,,,,"Sharbat,Aviva (ed.)",,FALSE,TRUE
131209,035,תעמולה במחתרת,"התעמולה בפרסומי האצ""ל, בייסוד הארגון, במבנה הפיקודי, תיאור פעולות הקרב בשנים 1948-1931 מן הזווית של התעמולה והתעמולה שכנגד; מלווה תמונות ומסמכים, הערות, ביבליוגרפיה, מפתח",Taamula ba-mahteret,7261,ירושלים,ראובן מס,397,,2008,29,85,03-Nov-08,35,978-965-09-0268-1,,"אבישי,שאול",,,,,,"Avishai,Shaul",,FALSE,TRUE
131460,001,אורו של אפרים,"איך להפוך תשוקות לדבקות; מבט קבלי על החיים והבעיות המזדמנות בחיי היום יום, בעיקר ענייני ""תיקון פגם הברית""; עם הסכמות רבנים; כתוב כרומן הדרכה רוחני של רב לתלמידו; הספר יצא גם באנגלית ובספרדית",Oro shel Efrayim,7261,ירושלים,ראובן מס,367,,2008,25,72,08-Dec-08,35,978-965-09-0269-8,,"בן-יוסף,שמחה",,,,,,"Ben-Yosef,Sim'ha",,FALSE,TRUE
131461,080,אורו של אפרים,"איך להפוך תשוקות לדבקות; מבט קבלי על החיים והבעיות המזדמנות בחיי היום יום, בעיקר ענייני ""תיקון פגם הברית""; עם הסכמות רבנים; כתוב כרומן הדרכה רוחני של רב לתלמידו; הספר יצא גם באנגלית ובספרדית",Oro shel Efrayim,7261,ירושלים,ראובן מס,367,,2008,25,72,08-Dec-08,35,978-965-09-0269-8,,"בן-יוסף,שמחה",,,,,,"Ben-Yosef,Sim'ha",,FALSE,TRUE
131462,096,אורו של אפרים,"איך להפוך תשוקות לדבקות; מבט קבלי על החיים והבעיות המזדמנות בחיי היום יום, בעיקר ענייני ""תיקון פגם הברית""; עם הסכמות רבנים; כתוב כרומן הדרכה רוחני של רב לתלמידו; הספר יצא גם באנגלית ובספרדית",Oro shel Efrayim,7261,ירושלים,ראובן מס,367,,2008,25,72,08-Dec-08,35,978-965-09-0269-8,,"בן-יוסף,שמחה",,,,,,"Ben-Yosef,Sim'ha",,FALSE,TRUE
132001,005,אלוהים אוסף נשמות,"שירים של פורקן רגשות; ספר שירים שני של המחבר לאחר 53 שנים (הראשון יצא בהוצאת ראובן מס, 1956, ""שחור יום ודממה"")",Elohim osef neshamot,7261,ירושלים,ראובן מס,78,,2009,20,58,01-Mar-09,35,978-965-09-0275-9,,"אמיתי,יחיאל",,,,,,"Amitai,Yehiel",,FALSE,FALSE
132891,041,מעברים,"דיאלוג בין עולמות; פרקי עיון בעולמות שנראים כביכול מנוגדים, ולמעשה הם אחדותיים, כגון נבואה ותקשור, חסידות ופסיכולוגיה מודרנית, הגות המזרח והמערב, לאומיות ופוסט-לאומיות, אמונה וספקנות, ועוד, הכל דרך המשקפיים של הקבלה והחסידות והרב קוק",Ma'avarim,7261,ירושלים,ראובן מס; בית ראובן מס,192,,2009,26,78,07-Jun-09,35,978-965-09-0273-5,,"צוריאלי,אודיה",,,,,,Tsurieli.Odeya,,FALSE,FALSE
132892,043,מעברים,"דיאלוג בין עולמות; פרקי עיון בעולמות שנראים כביכול מנוגדים, ולמעשה הם אחדותיים, כגון נבואה ותקשור, חסידות ופסיכולוגיה מודרנית, הגות המזרח והמערב, לאומיות ופוסט-לאומיות, אמונה וספקנות, ועוד, הכל דרך המשקפיים של הקבלה והחסידות והרב קוק",Ma'avarim,7261,ירושלים,ראובן מס; בית ראובן מס,192,,2009,26,78,07-Jun-09,35,978-965-09-0273-5,,"צוריאלי,אודיה",,,,,,Tsurieli.Odeya,,FALSE,FALSE
132893,100,מעברים,"דיאלוג בין עולמות; פרקי עיון בעולמות שנראים כביכול מנוגדים, ולמעשה הם אחדותיים, כגון נבואה ותקשור, חסידות ופסיכולוגיה מודרנית, הגות המזרח והמערב, לאומיות ופוסט-לאומיות, אמונה וספקנות, ועוד, הכל דרך המשקפיים של הקבלה והחסידות והרב קוק",Ma'avarim,7261,ירושלים,ראובן מס; בית ראובן מס,192,,2009,26,78,07-Jun-09,35,978-965-09-0273-5,,"צוריאלי,אודיה",,,,,,Tsurieli.Odeya,,FALSE,FALSE
132900,120,"עד מאה ועשרים פלוס (פורמט קטן, 12/17 ס""מ, מהדורה מתוקנת, תשס""ט)","לוח עברי-לועזי ל - 154 שנה (ה'תר""ס- ה'תתי""ג; 2053-1900); כריכה צבעונית רכה, נאה ומושכת; מתאים למתנות לשמחות","Ad Me'a Ve-esrim Plus (Small format, 12/17 cm; corrected edition 2009)",7261,ירושלים,ראובן מס,320,,2009,28,58,18-Jun-09,35,965-09-0100-0,,,,,,,,,,FALSE,TRUE
132902,041,"הגיון הגורל (סדרת ""מדעת"")","משמעות הפיס והאקראיות ביהדות; בירור הגותי - מדעי - הלכתי על הגורל כערך חיובי וצודק להכרעה בנושאים שונים; הערות, ביבליוגרפיה, מפתח, נוסחאות מתימטיות; סדרת ""מדעת"" לתורה, מדע ודעת ע""ש ד""ר יונתן מס ז""ל","Hegion ha-goral (""Mada'at"" series)",7261,ירושלים,ראובן מס,208,,2009,34,82,18-Jun-09,35,978-96509-0278-0,,"מרצבך,עלי",,,,,,"Mertsbakh,Eli",,FALSE,TRUE
132903,080,"הגיון הגורל (סדרת ""מדעת"")","משמעות הפיס והאקראיות ביהדות; בירור הגותי - מדעי - הלכתי על הגורל כערך חיובי וצודק להכרעה בנושאים שונים; הערות, ביבליוגרפיה, מפתח, נוסחאות מתימטיות; סדרת ""מדעת"" לתורה, מדע ודעת ע""ש ד""ר יונתן מס ז""ל","Hegion ha-goral (""Mada'at"" series)",7261,ירושלים,ראובן מס,208,,2009,34,82,18-Jun-09,35,978-96509-0278-0,,"מרצבך,עלי",,,,,,"Mertsbakh,Eli",,FALSE,TRUE
132904,041,"מסע הנשמה (סדרת ""מאה שערים - שער לחסידות"")","נשמת הצדיק ונצחיות הנשמה במשנת חב""ד; בירור מדעי - הגותי ליחסם הייחודי של חלק מחסידי חב""ד לתופעת חיי הרבי לאחר הסתלקותו; הערות, ביבליוגרפיה, מפתחות","Masa ha-neshama (""Me'a she'arim"" series)",7261,ירושלים,ראובן מס,272,,2009,34,82,18-Jun-09,35,978-965-09-0264-3,,"גולדברג,שלי",,,,,,"Goldberg,Sheli",,FALSE,TRUE
132905,080,"מסע הנשמה (סדרת ""מאה שערים - שער לחסידות"")","נשמת הצדיק ונצחיות הנשמה במשנת חב""ד; בירור מדעי - הגותי ליחסם הייחודי של חלק מחסידי חב""ד לתופעת חיי הרבי לאחר הסתלקותו; הערות, ביבליוגרפיה, מפתחות","Masa ha-neshama (""Me'a she'arim"" series)",7261,ירושלים,ראובן מס,272,,2009,34,82,18-Jun-09,35,978-965-09-0264-3,,"גולדברג,שלי",,,,,,"Goldberg,Sheli",,FALSE,TRUE
132906,097,"מסע הנשמה (סדרת ""מאה שערים - שער לחסידות"")","נשמת הצדיק ונצחיות הנשמה במשנת חב""ד; בירור מדעי - הגותי ליחסם הייחודי של חלק מחסידי חב""ד לתופעת חיי הרבי לאחר הסתלקותו; הערות, ביבליוגרפיה, מפתחות","Masa ha-neshama (""Me'a she'arim"" series)",7261,ירושלים,ראובן מס,272,,2009,34,82,18-Jun-09,35,978-965-09-0264-3,,"גולדברג,שלי",,,,,,"Goldberg,Sheli",,FALSE,TRUE
132907,080,"חפ""ש","מחשבות צבאיות ומחוייכות על פרשיות השבוע והמועדים; קשירת מאורעות צבאיים ושל חיילים פשוטים עם אירועים הנלמדים מפרשיות השבוע והמועדים, השפה קלילה וב""סלנג"" צבאי, עם איורים","Hapa""sh",7261,ירושלים,ראובן מס,192,,2009,20,48,18-Jun-09,35,978-965-09-0279-7,,"אגמון,יאיר",,,,,,"Agmon,Ya'ir",,FALSE,TRUE
132908,086,"חפ""ש","מחשבות צבאיות ומחוייכות על פרשיות השבוע והמועדים; קשירת מאורעות צבאיים ושל חיילים פשוטים עם אירועים הנלמדים מפרשיות השבוע והמועדים, השפה קלילה וב""סלנג"" צבאי, עם איורים","Hapa""sh",7261,ירושלים,ראובן מס,192,,2009,20,48,18-Jun-09,35,978-965-09-0279-7,,"אגמון,יאיר",,,,,,"Agmon,Ya'ir",,FALSE,TRUE
132909,047,"חפ""ש","מחשבות צבאיות ומחוייכות על פרשיות השבוע והמועדים; קשירת מאורעות צבאיים ושל חיילים פשוטים עם אירועים הנלמדים מפרשיות השבוע והמועדים, השפה קלילה וב""סלנג"" צבאי, עם איורים","Hapa""sh",7261,ירושלים,ראובן מס,192,,2009,20,48,18-Jun-09,35,978-965-09-0279-7,,"אגמון,יאיר",,,,,,"Agmon,Ya'ir",,FALSE,TRUE
134054,041,"גשם ורוח (בסדרת ""מדעת"")","מטאורולוגיה ומזג האוויר לאור היהדות; תשובה מטאורולוגית מדוע נקבע דווקא הר הבית להיות ""המקום הנבחר"", ענייני טל ורוח, מחשבות על דת ומדע; בסדרת ""מדעת""  - תורה ומדע ע""ש ד""ר יונתן מס; תקציר באנגלית",Geshem ve-ruah,7261,ירושלים,ראובן מס,136,,2009,30,82,01-Nov-09,35,978-965-09-0281-0,,"אלפרט,פינחס",,,,,,"Alpert,Pinhas",,FALSE,FALSE
134055,080,"גשם ורוח (בסדרת ""מדעת"")","מטאורולוגיה ומזג האוויר לאור היהדות; תשובה מטאורולוגית מדוע נקבע דווקא הר הבית להיות ""המקום הנבחר"", ענייני טל ורוח, מחשבות על דת ומדע; בסדרת ""מדעת""  - תורה ומדע ע""ש ד""ר יונתן מס; תקציר באנגלית",Geshem ve-ruah,7261,ירושלים,ראובן מס,136,,2009,30,82,01-Nov-09,35,978-965-09-0281-0,,"אלפרט,פינחס",,,,,,"Alpert,Pinhas",,FALSE,FALSE
134056,131,"גשם ורוח (בסדרת ""מדעת"")","מטאורולוגיה ומזג האוויר לאור היהדות; תשובה מטאורולוגית מדוע נקבע דווקא הר הבית להיות ""המקום הנבחר"", ענייני טל ורוח, מחשבות על דת ומדע; בסדרת ""מדעת""  - תורה ומדע ע""ש ד""ר יונתן מס; תקציר באנגלית",Geshem ve-ruah,7261,ירושלים,ראובן מס,136,,2009,30,82,01-Nov-09,35,978-965-09-0281-0,,"אלפרט,פינחס",,,,,,"Alpert,Pinhas",,FALSE,FALSE
134521,035,הצבי ישראל - קהילת קוממיות (עברית ואנגלית),"סיפורה של קהילה ירושלמית, ה'תשל""ה - ה'תש""ע, 2010-1975; עם תמונות ומסמכים צבעוניים",Ha-Zvi Yisrael - kehilat komemiyut,7261,ירושלים,ראובן מס; הצבי ישראל,192,,2010,38,80,05-Jan-10,35,978-965-09-0282-7,,"דולגין-באר,שושנה; בינדר,רוברט",,,,,,"Dolgin-Beer,Shoshana; Binder,Robert",,FALSE,FALSE
134705,039,ישראל במזרח,"מסע תרבותי ומדיני באסיה; מבט רחב-היקף על מקומם של העם היהודי ומדינת ישראל במזרח העולם; התמודדות מול תפישות ישנות המחברות את ישראל למערב בלבד; הערות, ביבליוגרפיה, מפתח, תקציר באנגלית",Yisrael ba-mizrah,7261,ירושלים,ראובן מס,208,,2010,36,82,31-Jan-10,35,978-965-09-0286-5,,"ניסן,מרדכי",,,,,,"Nisan,Mordekhai",,FALSE,FALSE
134706,031,ישראל במזרח,"מסע תרבותי ומדיני באסיה; מבט רחב-היקף על מקומם של העם היהודי ומדינת ישראל במזרח העולם; התמודדות מול תפישות ישנות המחברות את ישראל למערב בלבד; הערות, ביבליוגרפיה, מפתח, תקציר באנגלית",Yisrael ba-mizrah,7261,ירושלים,ראובן מס,208,,2010,36,82,31-Jan-10,35,978-965-09-0286-5,,"ניסן,מרדכי",,,,,,"Nisan,Mordekhai",,FALSE,FALSE
134708,130,ישראל במזרח,"מסע תרבותי ומדיני באסיה; מבט רחב-היקף על מקומם של העם היהודי ומדינת ישראל במזרח העולם; התמודדות מול תפישות ישנות המחברות את ישראל למערב בלבד; הערות, ביבליוגרפיה, מפתח, תקציר באנגלית",Yisrael ba-mizrah,7261,ירושלים,ראובן מס,208,,2010,36,82,31-Jan-10,35,978-965-09-0286-5,,"ניסן,מרדכי",,,,,,"Nisan,Mordekhai",,FALSE,FALSE
135221,041,דרשה המסורה והכתובה,"דרשות ודרשנים בימים הביניים, עם לקסיקון הדרשנים; מחקר חלוצי ביחס לעולמם הרוחני של יהודי ימי הביניים; בערות, ביבליוגרפיה, מפתח",Derasha ha-mesura ve-ha-ketuva,7261,ירושלים,ראובן מס,266,,2010,40,82,01-Aug-16,40,978-965-09-0280-3,,"רגב,שאול",,,,,,"Regev,Shaul",,FALSE,FALSE
135224,041,שמשון הלך אחר עיניו,"שמשון בראי התלמוד והמדרש; השוואה בין דמותו של שמשון המקראי כפי שמופיע בספר שופטים מול ההשקפה הדו-ערכית של חז""ל; הערות, מפתחות מגוונים, מקורות, סיכומים",Shimshon halakh ahar einav,7261,ירושלים,ראובן מס,192,,2010,38,88,18-Apr-10,35,978-965-09-0287-2,,"אמינוף,עירית",,,,,,"Aminofg,Irit",,FALSE,FALSE
135352,030,צלם בהיכל האקדמיה הישראלית,זכרון הפוגרום ביהודי בגדד 1941; מאבק על האמת ההיסטורית ועל הזהות היהודית; בליווי מסמכים,Tselem be-heikhal ha-akademia ha-Yisreelit,7261,ירושלים,ראובן מס (הפצה),192,,2010,36,68,10-May-10,35,978-965-09-0283-4,,"פתאל,סלים",,,,,,"Fatal,Salim",,FALSE,FALSE
135392,030,היהודופוביה החדשה,"מה הסיבות לשנאת היהודים המודרנית, הן מצד נוצרים והן מוסלמים, ברקע הסכסוך הישראלי-פלסטיני; ספר שני בסדרת ""גלויות"" - הגות יהודית צרפתית (הספר הקודם: עתידה של הכחשה, מאת אלן פינקלקראוט); תרגום: לוראן כהן",Ha-yehudofobia ha-hadasha,7261,ירושלים,ראובן מס,160,,2010,34,78,12-May-10,35,978-965-09-0294-0,,"טאגייף,פייר-אנדרה",,,,,,"Tagief,Pyer-Andre",,FALSE,FALSE
135393,042,מגילת גרות,"מסען של מתגיירות; מחקר מתוך שיחות וריאיונות עם מתגיירות ממדינות חבר העמים, כולל מניעים לגיור, תהליך הגיור, הדיון ההלכתי ומנגנון הגיור, ועוד",Megilat gerut,7261,ירושלים,ראובן מס,176,,2010,34,78,11-May-10,35,978-965-09-0289-6,,"מור,ורד",,,,,,"Mor,Vered",,FALSE,FALSE
135460,041,חמס הזמן (עברית ואנגלית),"מאת עזריה בן אפרים בן יואב ממודינה; כתב יד עתיק ונדיר משנת 1481 על מסע טרם מסע, ערב צאת המחבר אל עתיד לא ידוע; עם פקסימיליה צבעונית של כל כתב היד, ועריכה מדעית, כולל חלק אנגלי",Hamas ha-zeman,7261,ירושלים,ראובן מס,208,,2010,36,88,20-May-10,35,978-965-090292-6,,"ברגמן,דבורה (עורכת)",,,,,,"Bregman,Devora (ed.)",,FALSE,FALSE
135514,041,בראשית הדרך,"על מועדי החודש השביעי העבריים במקרא; מחקר בספר בראשית כמקור לכל החגים העבריים של חודש תשרי; טבלאות, הערות, ביבליוגרפיה ענפה",Be-reshit ha-derekh,7261,ירושלים,ראובן מס,264,,2010,34,88,27-May-10,35,978-965-09-0293-3,,"זלדין,גבריאל",,,,,,"Zeldin,Gavriel",,FALSE,FALSE
136122,047,בסבך הלבנון: מלחמת לבנון השנייה,"זיכרון, קרבות, משפחות; כל הנופלים עם תמונה צבעונית, סיפור חייהם, סיפור הקרבות שהשתתפו בהם, עם מפה צבעונית,אחרית-דבר מאת סגן הרמטכ""ל, ועוד",Bi-sevakh ha-Levanon: Milhemet Levanon ha-sheniya,7261,ירושלים,ראובן מס,312,,2010,40,98,28-Jun-10,35,978-965-09-0296-4,,"אבלמן,עשהאל (עורך ראשי)",,,,,,"Abelman,Asael (ed.)",,FALSE,FALSE
136209,060,סיפא וספרא,"זיכרונותיו של נער יהודי שהתייתם מאביו ב(פ'רהוד) הפוגרום שנערך ביהודי בגדאד ב- 1941, עלייתו ארצה, שירות ארוך שנים בצה""ל, מאבקיו ומעורבותו בפרשיות שהסעירו את הישוב; בליווי תמונות ומסמכים בצבע מלא",Saifa ve-safra,7261,ירושלים,ראובן מס (הפצה),334,,2010,34,78,21-Jul-10,35,978-965-09-0295-7,,"קזז,נסים",,,,,,"Kazaz,Nisim",,FALSE,FALSE
136539,041,שבירה ותיקון,"מודל חסידי לפסיכולוגיה קלינית; שיטה חדשה לטיפול פסיכולוגיה לפי מדדים מעולם החסידות; לפי משנתו של חתן פרס ישראל, פרופ' מרדכי רוטנברג; ספר שני בסדרת ""נשמה - סדרה בפסיכולוגיה יהודית"" (הספר הקודם: מבוא לפסיכולוגיה של הצמצום"" מאת פרופ' מרדכי רוטנברג); מפתח",Shvira ve-tikun,7261,ירושלים,ראובן מס,368,,2010,40,98,14-Sep-10,35,978-965-09-0291-9,,"כהנא,ברוך",,,,,,"Kahana,Barukh",,FALSE,FALSE
136540,097,שבירה ותיקון,"מודל חסידי לפסיכולוגיה קלינית; שיטה חדשה לטיפול פסיכולוגיה לפי מדדים מעולם החסידות; לפי משנתו של חתן פרס ישראל, פרופ' מרדכי רוטנברג; ספר שני בסדרת ""נשמה - סדרה בפסיכולוגיה יהודית"" (הספר הקודם: מבוא לפסיכולוגיה של הצמצום"" מאת פרופ' מרדכי רוטנברג); מפתח",Shvira ve-tikun,7261,ירושלים,ראובן מס,368,,2010,40,98,14-Sep-10,35,978-965-09-0291-9,,"כהנא,ברוך",,,,,,"Kahana,Barukh",,FALSE,FALSE
136541,130,שבירה ותיקון,"מודל חסידי לפסיכולוגיה קלינית; שיטה חדשה לטיפול פסיכולוגיה לפי מדדים מעולם החסידות; לפי משנתו של חתן פרס ישראל, פרופ' מרדכי רוטנברג; ספר שני בסדרת ""נשמה - סדרה בפסיכולוגיה יהודית"" (הספר הקודם: מבוא לפסיכולוגיה של הצמצום"" מאת פרופ' מרדכי רוטנברג); מפתח",Shvira ve-tikun,7261,ירושלים,ראובן מס,368,,2010,40,98,14-Sep-10,35,978-965-09-0291-9,,"כהנא,ברוך",,,,,,"Kahana,Barukh",,FALSE,FALSE
136965,041,הדרך היהודית,החיים וההיסטוריה במעגל החגים; התבוננות מעמיקה בחגים היהודיים עם המשמעות המיוחדת שנוספה להם לאחר השואה ולאחר קום מדינת ישראל; מתורגם מאנגלית בידי ענבל קארו; מפתח מפורט,Ha-derekh ha-Yehudit,7261,ירושלים,ראובן מס,416,,2010,34,88,25-Nov-10,35,978-965-09-0290-2,,"גרינברג,יצחק (ייץ)",,,,,,"Grinberg,Yitshak (Yotz)",,FALSE,FALSE
136966,081,הדרך היהודית,החיים וההיסטוריה במעגל החגים; התבוננות מעמיקה בחגים היהודיים עם המשמעות המיוחדת שנוספה להם לאחר השואה ולאחר קום מדינת ישראל; מתורגם מאנגלית בידי ענבל קארו; מפתח מפורט,Ha-derekh ha-Yehudit,7261,ירושלים,ראובן מס,416,,2010,34,88,25-Nov-10,35,978-965-09-0290-2,,"גרינברג,יצחק (ייץ)",,,,,,"Grinberg,Yitshak (Yotz)",,FALSE,FALSE
136967,080,הדרך היהודית,החיים וההיסטוריה במעגל החגים; התבוננות מעמיקה בחגים היהודיים עם המשמעות המיוחדת שנוספה להם לאחר השואה ולאחר קום מדינת ישראל; מתורגם מאנגלית בידי ענבל קארו; מפתח מפורט,Ha-derekh ha-Yehudit,7261,ירושלים,ראובן מס,416,,2010,34,88,25-Nov-10,35,978-965-09-0290-2,,"גרינברג,יצחק (ייץ)",,,,,,"Grinberg,Yitshak (Yotz)",,FALSE,FALSE
137065,031,אם תרצו: כוכב מישראל,"תיאור מצבה של הציונות בימינו, תוך ניסיון להובילה למחוזות העתיד הנכון מבחינת המחבר והתנועה הסטודנטיאלית שהקים ""אם תרצו""; מניפסט לציונות המתחדשת; עם תקציר באנגלית",Im tirtsu: kokhav mi-Yisrael,7261,ירושלים,ראובן מס,160,,2010,26,68,30-Dec-10,35,978-965-09-0284-1,,"שובל,רונן",,,,,,"Shoval,Ronen",,FALSE,FALSE
137117,001,"נפתולים (רומן אוטוביוגרפי, בסדרת ""מסיפורת"")","סיפורו של נער חרדי יליד גרמניה שעקב עליית היטלר לשלטון ב- 1933 עזב הכל מאחריו ויחד עם משפחתו עלה לירושלים, תיאור קשייו בחינוך האורתודוכסי, קשיי קליטה בחברה, בתרבות, חלומות נעורים שהתנפצו, ועוד",Naftulim,7261,ירושלים,ראובן מס,143,,2011,26,68,19-Jan-11,35,978-965-09-0297-1,,"ברויאר,זאב זכריה",,,,,,"Broyer,Zeev Zekharia",,FALSE,FALSE
