post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:ekit_post_views_count,meta:rank_math_analytic_object_id,meta:rank_math_internal_links_processed,meta:rank_math_primary_product_cat,meta:rank_math_seo_score,meta:shopengine_product_views_count,meta:total_sales,attribute:author,attribute_data:author,attribute_default:author,attribute:isbn,attribute_data:isbn,attribute_default:isbn,attribute:nameofpublisher,attribute_data:nameofpublisher,attribute_default:nameofpublisher,attribute:numofpages,attribute_data:numofpages,attribute_default:numofpages,attribute:placeofpublisher,attribute_data:placeofpublisher,attribute_default:placeofpublisher,attribute:yearofpublish,attribute_data:yearofpublish,attribute_default:yearofpublish,attribute:yearofpublishheb,attribute_data:yearofpublishheb,attribute_default:yearofpublishheb
"שבירה ותיקון / כהנא,ברוך",שבירה-ותיקון-כהנאברוך-3,,136541,"מודל חסידי לפסיכולוגיה קלינית מאת ברוך כהנא
, הפסיכולוגיה המערבית, כמדע וכפרקטיקה טיפולית, התפתחה במאה ה-20 בעקבות המחקרים והרעיונות של זיגמונד פרויד וממשיכי דרכו. הזרמים השונים בפסיכולוגיה, בפסיכואנליזה ובפסיכיאטריה הגיעו בשלהי המאה ה-20 ובתחילת המאה ה-21 למשבר, לנוכח תפיסות פוסט-מודרניות. מצד אחד, השכילה הפסיכולוגיה הפוסט-מודרנית לבקר את השיטות שקדמו לה ולהצביע על כך שנסיונן להימנע מכל עמדה מטפיזית איננו צולח. מאידך, הפתרונות שהציעה הפסיכולוגיה הפוסט-מודרנית עצמה הובילו לשוקת שבורה, באשר הם אינם מותירים בידי המטפל אפשרות לומר דבר מה יציב וברור למטופל ואודותיו.
הספר שבירה ותיקון מציע להתמודד עם האתגרים הללו לא על ידי התנערות מהמטפיזיקה אלא אדרבה, על ידי אימוץ מערכת מטפיזית מורכבת: זו של תורת החסידות. הפרשנות שניתנה בתורות החסידיות השונות לקבלת האר""י העבירה אותה אל עבר עולם הנפש, ולמעשה יצרה מערכת של אפיונים פסיכולוגיים מדוקדקים ושל דרכי טיפול ייחודיות הנובעות מהם. ד""ר ברוך כהנא, פסיכולוג קליני, פורש בפני הקורא את המערכת הפסיכולוגית המורכבת הזו בפירוט ובהעמקה, ומצביע על יתרונותיה ותרומתה לתיאוריה הפסיכולוגית ולטיפול הפסיכולוגי.
את הצד התיאורטי של הספר מלווים סיפורים מרתקים מניסיונו הטיפולי של ד""ר כהנא, הממחישים כיצד יכולה הפסיכולוגיה החסידית להועיל גם למטופלים שעולמם הנפשי רחוק מאוד מזה של החסידות.
ספר חובה לכל העוסקים בטיפול, בחינוך ובהדרכה, לחובבי פסיכולוגיה מחד וחסידות מאידך.",,publish,,0,"2022-12-25 19:16:17",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136541.png ! alt :  ! title : 136541.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a9%d7%91%d7%99%d7%a8%d7%94-%d7%95%d7%aa%d7%99%d7%a7%d7%95%d7%9f-%d7%9b%d7%94%d7%a0%d7%90%d7%91%d7%a8%d7%95%d7%9a-3/,simple,,,,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,
"ישראל גלילי: שומר המסד ונוטה הקו / שיפריס,עמוס",ישראל-גלילי-שומר-המסד-ונוטה-הקו-שיפרי,,136562,"משנתו והגותו של גליגי בענייני התיישבות עובדת, חוץ ובטחון; עם צילומים, הערות, נספחים, מקורות, מפתחות",,publish,,0,"2022-12-25 19:16:18",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136562.png ! alt :  ! title : 136562.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%92%d7%9c%d7%99%d7%9c%d7%99-%d7%a9%d7%95%d7%9e%d7%a8-%d7%94%d7%9e%d7%a1%d7%93-%d7%95%d7%a0%d7%95%d7%98%d7%94-%d7%94%d7%a7%d7%95-%d7%a9%d7%99%d7%a4%d7%a8%d7%99/,simple,,,,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,
"על המשמר / שפיגל,יאיר",על-המשמר-שפיגליאיר,,136578,"""השומר הצעיר"" במערכות ההגנה והביטחון, 1947-1920; עם סיכום, הערות, ביבליוגרפיה, מפתחות מגוונים; בעריכת אריה אידן",,publish,,0,"2022-12-25 19:16:19",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136578.png ! alt :  ! title : 136578.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a2%d7%9c-%d7%94%d7%9e%d7%a9%d7%9e%d7%a8-%d7%a9%d7%a4%d7%99%d7%92%d7%9c%d7%99%d7%90%d7%99%d7%a8/,simple,,,,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,
"הרחק מהיעדרו (ספריה לעם, 624) / שז",הרחק-מהיעדרו-ספריה-לעם-624-שז,,136579,"סיפורה של אשה בוגרת שאביה ממשיך לקיים עמה יחסי אישות בכפייה",,publish,,0,"2022-12-25 19:16:19",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136579.png ! alt :  ! title : 136579.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%94%d7%a8%d7%97%d7%a7-%d7%9e%d7%94%d7%99%d7%a2%d7%93%d7%a8%d7%95-%d7%a1%d7%a4%d7%a8%d7%99%d7%94-%d7%9c%d7%a2%d7%9d-624-%d7%a9%d7%96/,simple,,,,,12,,,,,12,0,,,,,,,,,,,,,,,,,,,,,
"שיעור מולדת / תדמור-שמעוני,טלי",שיעור-מולדת-תדמור-שמעוניטלי,,136591,"חינוך לאומי וכינון מדינה 1966-1954; תיאור הנסיונות לכתוב את תעודת הזהות המשותפת של ילדי הדור הראשון למדינה",,publish,,0,"2022-12-25 19:16:21",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136591.png ! alt :  ! title : 136591.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a9%d7%99%d7%a2%d7%95%d7%a8-%d7%9e%d7%95%d7%9c%d7%93%d7%aa-%d7%aa%d7%93%d7%9e%d7%95%d7%a8-%d7%a9%d7%9e%d7%a2%d7%95%d7%a0%d7%99%d7%98%d7%9c%d7%99/,simple,,,,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,
"אמנות ההתפעלות / סיינפלד,אלכסנדר",אמנות-ההתפעלות-סיינפלדאלכסנדר,,136597,"גילוי הרוחניות העברית המקורית; מסרים חיוביים לצמיחה, כולל ידע תיאורטי; מתורגם מאנגלית בידי חיים פרלמוטר",,publish,,0,"2022-12-25 19:16:21",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136597.png ! alt :  ! title : 136597.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%90%d7%9e%d7%a0%d7%95%d7%aa-%d7%94%d7%94%d7%aa%d7%a4%d7%a2%d7%9c%d7%95%d7%aa-%d7%a1%d7%99%d7%99%d7%a0%d7%a4%d7%9c%d7%93%d7%90%d7%9c%d7%9b%d7%a1%d7%a0%d7%93%d7%a8/,simple,,,,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,
"רפואה משלימה והשבת הקסם לעולם / קשת,יעל",רפואה-משלימה-והשבת-הקסם-לעולם-קשתיעל,,136623,"תובנות רציונליות של מטפלים ברפואה משלימה עם מיסטיקה ותפיסות מודרניות עם קדושה; בסדרת ""פטיש""",,publish,,0,"2022-12-25 19:16:08",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136623.png ! alt :  ! title : 136623.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a8%d7%a4%d7%95%d7%90%d7%94-%d7%9e%d7%a9%d7%9c%d7%99%d7%9e%d7%94-%d7%95%d7%94%d7%a9%d7%91%d7%aa-%d7%94%d7%a7%d7%a1%d7%9d-%d7%9c%d7%a2%d7%95%d7%9c%d7%9d-%d7%a7%d7%a9%d7%aa%d7%99%d7%a2%d7%9c/,simple,,,,,11,,,,,11,0,,,,,,,,,,,,,,,,,,,,,
"מודרניזם בשלוש תנועות / גלעדי,אמוץ",מודרניזם-בשלוש-תנועות-גלעדיאמוץ,,136624,"על הקוביזם, הפוטריזם האיטלקי והסוריאליזם; בסדרת ""מפתחות"" - ספרות ואמנות חזותית; בליווי צילומים ואיורים",,publish,,0,"2022-12-25 19:16:09",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136624.png ! alt :  ! title : 136624.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9e%d7%95%d7%93%d7%a8%d7%a0%d7%99%d7%96%d7%9d-%d7%91%d7%a9%d7%9c%d7%95%d7%a9-%d7%aa%d7%a0%d7%95%d7%a2%d7%95%d7%aa-%d7%92%d7%9c%d7%a2%d7%93%d7%99%d7%90%d7%9e%d7%95%d7%a5/,simple,,,,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,
"אדם הולך / גפן,אייל",אדם-הולך-גפןאייל,,136631,שירה,,publish,,0,"2022-12-25 19:16:10",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136631.png ! alt :  ! title : 136631.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%90%d7%93%d7%9d-%d7%94%d7%95%d7%9c%d7%9a-%d7%92%d7%a4%d7%9f%d7%90%d7%99%d7%99%d7%9c/,simple,,,,,13,,,,,13,0,,,,,,,,,,,,,,,,,,,,,
"צוואה על תנאי / דמרי,בת שבע",צוואה-על-תנאי-דמריבת-שבע,,136632,"רומן על כוחו של גורל, על כוחה של אהבה ועל היכולת לסלוח",,publish,,0,"2022-12-25 19:16:11",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136632.png ! alt :  ! title : 136632.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a6%d7%95%d7%95%d7%90%d7%94-%d7%a2%d7%9c-%d7%aa%d7%a0%d7%90%d7%99-%d7%93%d7%9e%d7%a8%d7%99%d7%91%d7%aa-%d7%a9%d7%91%d7%a2/,simple,,,,,10,,,,,10,0,,,,,,,,,,,,,,,,,,,,,
"צבע, אור וריח הדרים / הראל,אילנה",צבע-אור-וריח-הדרים-הראלאילנה,,136633,"סיפורים של חילופי עונה, של חלופיות שבהם התיאורים תופסים רגעים חד פעמיים במלוא הספציפיות שלהם, ועם זאת על הכול פרושה ערטילאות כובשת",,publish,,0,"2022-12-25 19:16:12",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136633.png ! alt :  ! title : 136633.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a6%d7%91%d7%a2-%d7%90%d7%95%d7%a8-%d7%95%d7%a8%d7%99%d7%97-%d7%94%d7%93%d7%a8%d7%99%d7%9d-%d7%94%d7%a8%d7%90%d7%9c%d7%90%d7%99%d7%9c%d7%a0%d7%94/,simple,,,,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,
"תרומת היהודים למדע / נאמן,יובל",תרומת-היהודים-למדע-נאמןיובל,,136634,"יריעה רחבה המתפרסת על פני יותר מאלפיים שנות היסטוריה מדעית",,publish,,0,"2022-12-25 19:16:13",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136634.png ! alt :  ! title : 136634.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%aa%d7%a8%d7%95%d7%9e%d7%aa-%d7%94%d7%99%d7%94%d7%95%d7%93%d7%99%d7%9d-%d7%9c%d7%9e%d7%93%d7%a2-%d7%a0%d7%90%d7%9e%d7%9f%d7%99%d7%95%d7%91%d7%9c/,simple,,,,,18,,,,,18,0,,,,,,,,,,,,,,,,,,,,,
"אחותי היא / שר שלום הנגבי,אפרת",אחותי-היא-שר-שלום-הנגביאפרת,,136638,שירה,,publish,,0,"2022-12-25 19:16:14",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136638.png ! alt :  ! title : 136638.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%90%d7%97%d7%95%d7%aa%d7%99-%d7%94%d7%99%d7%90-%d7%a9%d7%a8-%d7%a9%d7%9c%d7%95%d7%9d-%d7%94%d7%a0%d7%92%d7%91%d7%99%d7%90%d7%a4%d7%a8%d7%aa/,simple,,,,,10,,,,,10,0,,,,,,,,,,,,,,,,,,,,,
"תמונות נעות על גבי פסי תכלת לבן / אפרודיטה,זהבה",תמונות-נעות-על-גבי-פסי-תכלת-לבן-אפרודי,,136639,שירה,,publish,,0,"2022-12-25 19:16:15",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136639.png ! alt :  ! title : 136639.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%aa%d7%9e%d7%95%d7%a0%d7%95%d7%aa-%d7%a0%d7%a2%d7%95%d7%aa-%d7%a2%d7%9c-%d7%92%d7%91%d7%99-%d7%a4%d7%a1%d7%99-%d7%aa%d7%9b%d7%9c%d7%aa-%d7%9c%d7%91%d7%9f-%d7%90%d7%a4%d7%a8%d7%95%d7%93%d7%99/,simple,,,,,14,,,,,14,0,,,,,,,,,,,,,,,,,,,,,
"קצר על אהבה / דדון,מאיר",קצר-על-אהבה-דדוןמאיר,,136641,שירה,,publish,,0,"2022-12-25 19:16:02",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136641.png ! alt :  ! title : 136641.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a7%d7%a6%d7%a8-%d7%a2%d7%9c-%d7%90%d7%94%d7%91%d7%94-%d7%93%d7%93%d7%95%d7%9f%d7%9e%d7%90%d7%99%d7%a8/,simple,,,,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,
"שירים שקטים / וייס,טלי",שירים-שקטים-וייסטלי,,136642,שירה,,publish,,0,"2022-12-25 19:16:03",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136642.png ! alt :  ! title : 136642.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a9%d7%99%d7%a8%d7%99%d7%9d-%d7%a9%d7%a7%d7%98%d7%99%d7%9d-%d7%95%d7%99%d7%99%d7%a1%d7%98%d7%9c%d7%99/,simple,,,,,12,,,,,12,0,,,,,,,,,,,,,,,,,,,,,
"כל העונות / עריידי,נעים",כל-העונות-עריידינעים,,136644,שירה,,publish,,0,"2022-12-25 19:16:03",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136644.png ! alt :  ! title : 136644.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9b%d7%9c-%d7%94%d7%a2%d7%95%d7%a0%d7%95%d7%aa-%d7%a2%d7%a8%d7%99%d7%99%d7%93%d7%99%d7%a0%d7%a2%d7%99%d7%9d/,simple,,,,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,
"תיאטרון של איש אחד / אביר,אלי",תיאטרון-של-איש-אחד-אביראלי,,136645,שירה,,publish,,0,"2022-12-25 19:16:04",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136645.png ! alt :  ! title : 136645.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%aa%d7%99%d7%90%d7%98%d7%a8%d7%95%d7%9f-%d7%a9%d7%9c-%d7%90%d7%99%d7%a9-%d7%90%d7%97%d7%93-%d7%90%d7%91%d7%99%d7%a8%d7%90%d7%9c%d7%99/,simple,,,,,14,,,,,14,0,,,,,,,,,,,,,,,,,,,,,
"פוגה / שטיין,יהויקים",פוגה-שטייןיהויקים,,136647,"נובלה המתבססת על המציאות בבית מרפא למחלות נפש, ומפליגה משם אל מחוזות הדמיון",,publish,,0,"2022-12-25 19:16:05",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136647.png ! alt :  ! title : 136647.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a4%d7%95%d7%92%d7%94-%d7%a9%d7%98%d7%99%d7%99%d7%9f%d7%99%d7%94%d7%95%d7%99%d7%a7%d7%99%d7%9d/,simple,,,,,11,,,,,11,0,,,,,,,,,,,,,,,,,,,,,
"חסר בית / שמש,רימון",חסר-בית-שמשרימון,,136649,"קובץ סיפורים פרועים הכתובים בהומור אנרכיסטי וכמות כובשת",,publish,,0,"2022-12-25 19:16:06",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136649.png ! alt :  ! title : 136649.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%97%d7%a1%d7%a8-%d7%91%d7%99%d7%aa-%d7%a9%d7%9e%d7%a9%d7%a8%d7%99%d7%9e%d7%95%d7%9f/,simple,,,,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,
"סיפורים קטנים / סטוריסטיאנו,רמי",סיפורים-קטנים-סטוריסטיאנורמי,,136650,"סיפורים שגיבוריהם נפתלים עם קשיי החיים ופגעיהם, לפעמים יכולים להם ולרוב נופלים בפניהם",,publish,,0,"2022-12-25 19:16:07",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136650.png ! alt :  ! title : 136650.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a7%d7%98%d7%a0%d7%99%d7%9d-%d7%a1%d7%98%d7%95%d7%a8%d7%99%d7%a1%d7%98%d7%99%d7%90%d7%a0%d7%95%d7%a8%d7%9e%d7%99/,simple,,,,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,
"כולם היו אוהביה / מלמד,דוד",כולם-היו-אוהביה-מלמדדוד,,136651,"אסופת רשימות עם ניחוח אהבה לעם ישראל וארץ ישראל",,publish,,0,"2022-12-25 19:16:08",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136651.png ! alt :  ! title : 136651.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9b%d7%95%d7%9c%d7%9d-%d7%94%d7%99%d7%95-%d7%90%d7%95%d7%94%d7%91%d7%99%d7%94-%d7%9e%d7%9c%d7%9e%d7%93%d7%93%d7%95%d7%93/,simple,,,,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,
"מדברת על ליבה / ערמוני,ימי",מדברת-על-ליבה-ערמוניימי,,136653,"מחשבות תלמודיות; פרשנות חילונית לפרק החמישי במסכת ברכות של התלמוד הבבלי. באמצעות הטקסט התלמודי מאיר הספר גישות שונות של אדם לחייו, מציע תובנות היסטוריות ואקטואליות במעגלים הרחבים יותר שלו",,publish,,0,"2022-12-25 19:15:54",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136653.png ! alt :  ! title : 136653.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9e%d7%93%d7%91%d7%a8%d7%aa-%d7%a2%d7%9c-%d7%9c%d7%99%d7%91%d7%94-%d7%a2%d7%a8%d7%9e%d7%95%d7%a0%d7%99%d7%99%d7%9e%d7%99/,simple,,,,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,
"כרישים ערים גם בלילה / אדלר שרון,ויקטוריה",כרישים-ערים-גם-בלילה-אדלר-שרוןויקטורי,,136654,"רומן על שינוי וצמיחה הנוגע בבעיות המעסיקות כל אחד ואחת מאיתנו. הספר משקף את הפער בין החלומות ושאיפות לבין הרס זרוע תוויות ודעות קדומות",,publish,,0,"2022-12-25 19:15:55",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136654.png ! alt :  ! title : 136654.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9b%d7%a8%d7%99%d7%a9%d7%99%d7%9d-%d7%a2%d7%a8%d7%99%d7%9d-%d7%92%d7%9d-%d7%91%d7%9c%d7%99%d7%9c%d7%94-%d7%90%d7%93%d7%9c%d7%a8-%d7%a9%d7%a8%d7%95%d7%9f%d7%95%d7%99%d7%a7%d7%98%d7%95%d7%a8%d7%99/,simple,,,,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,
"בחצי ימי האדמה / שובל,שלמה",בחצי-ימי-האדמה-שובלשלמה,,136655,"רישומים קוסמיים; מהו היקום, ומה מקומו של האדם בתוכו? עד מתי יסבול כוכב הלכת היפה שלנו את נוכחותנו, ומה יקרה כשכל זה יגיע אל קיצו?",,publish,,0,"2022-12-25 19:15:56",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136655.png ! alt :  ! title : 136655.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%91%d7%97%d7%a6%d7%99-%d7%99%d7%9e%d7%99-%d7%94%d7%90%d7%93%d7%9e%d7%94-%d7%a9%d7%95%d7%91%d7%9c%d7%a9%d7%9c%d7%9e%d7%94/,simple,,,,,12,,,,,12,0,,,,,,,,,,,,,,,,,,,,,
"מרירות וישועה / דניאלס,אברהם",מרירות-וישועה-דניאלסאברהם,,136678,"סיפורו של נער יהודי  ששרד את השואה בסיוע קתולים בהולנד, ונעשה כומר, וחוזר ליהדות; מתורגם מאנגלית בידי אילנה גודמן",,publish,,0,"2022-12-25 19:15:57",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136678.png ! alt :  ! title : 136678.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9e%d7%a8%d7%99%d7%a8%d7%95%d7%aa-%d7%95%d7%99%d7%a9%d7%95%d7%a2%d7%94-%d7%93%d7%a0%d7%99%d7%90%d7%9c%d7%a1%d7%90%d7%91%d7%a8%d7%94%d7%9d/,simple,,,,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,
"חיי אהבה (בסדרת עם הספר - פרוזה ישראלית) / שלו,צרויה",חיי-אהבה-בסדרת-עם-הספר-פרוזה-ישראלית-ש,,136682,"דרמה מרתקת של מצבים גרוטסקיים וקיצוניים",,publish,,0,"2022-12-25 19:15:58",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136682.png ! alt :  ! title : 136682.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%97%d7%99%d7%99-%d7%90%d7%94%d7%91%d7%94-%d7%91%d7%a1%d7%93%d7%a8%d7%aa-%d7%a2%d7%9d-%d7%94%d7%a1%d7%a4%d7%a8-%d7%a4%d7%a8%d7%95%d7%96%d7%94-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99%d7%aa-%d7%a9/,simple,,,,,10,,,,,10,0,,,,,,,,,,,,,,,,,,,,,
"מתווה דרך / חבה,אפרת (עורכת)",מתווה-דרך-חבהאפרת-עורכת,,136683,"הרב יאשיהו פינטו ופרקים ממשנתו; סיפורו של רב צעיר מאשדוד שהקים את רשת ""שובה ישראל"", ושוחרים לפתחו אנשי עסקים, רופאים, אקדמאים ופשוטי עם; מה סוד קסם תורתו?",,publish,,0,"2022-12-25 19:15:59",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136683.png ! alt :  ! title : 136683.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9e%d7%aa%d7%95%d7%95%d7%94-%d7%93%d7%a8%d7%9a-%d7%97%d7%91%d7%94%d7%90%d7%a4%d7%a8%d7%aa-%d7%a2%d7%95%d7%a8%d7%9b%d7%aa/,simple,,,,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,
"החיים כגעגוע / הורן,רועי (עורך)",החיים-כגעגוע-הורןרועי-עורך,,136684,"קריאות חדשות בסיפורי מעשיות של ר' נחמן מברסלב; אסופת מאמרים, ובהם ניכר כי הגעגועים הם המניעים את האדם לפי יצירתו של ר' נחמן; עם הערות",,publish,,0,"2022-12-25 19:16:00",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136684.png ! alt :  ! title : 136684.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%94%d7%97%d7%99%d7%99%d7%9d-%d7%9b%d7%92%d7%a2%d7%92%d7%95%d7%a2-%d7%94%d7%95%d7%a8%d7%9f%d7%a8%d7%95%d7%a2%d7%99-%d7%a2%d7%95%d7%a8%d7%9a/,simple,,,,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,
"הנשמה החסידית / ויזל,אלי",הנשמה-החסידית-ויזלאלי,,136685,"אישים, מעשים, מעשיות; סיפורים והגות; מתורגם מאנגלית בידי מיכל צוקרמן וליטל ידין; עם מילון מונחים וטבלת אירועים",,publish,,0,"2022-12-25 19:16:01",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/136685.png ! alt :  ! title : 136685.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%94%d7%a0%d7%a9%d7%9e%d7%94-%d7%94%d7%97%d7%a1%d7%99%d7%93%d7%99%d7%aa-%d7%95%d7%99%d7%96%d7%9c%d7%90%d7%9c%d7%99/,simple,,,,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,
